DEPTH,Gamma Ray - Corrected gAPI,Resistivity Phase - Corrected - 2MHz ohm.m,Bulk Density - Compensated kg/m3,Neutron Porosity (Sandstone) Euc,Corrected Drilling Exponent unitless,ROP for the Bit - Distance Over Time (On Bottom) m/s,Chrom 1 Total Gas Euc,Surface Torque Average N.m,Weight On Bit N,Mechanical Specific Energy Pa,28 Stick Slip RPM Average RPM,Mud Weight In kg/m3,ECD at Bit kg/m3,Annular Pressure Pa,PHI_COMBINED,PREDICTED_PORE_PRESSURE_PSI,FLUID_CLASS
520.0317756159651,156.2947407037009,1.349718538958091,1630.0,0.871548,0.0,0.006651254124911356,0.0,6223.399688720703,266299.6049861908,312645589.7581847,0.584863131865859,1030.0,1033.252517938614,28571099.877480034,0.4,10795.714439655005,Background
520.4654968633512,172.73884807709652,1.4609420156377757,1630.0,0.871548,0.0,0.006652899229602691,0.0,6253.198394775391,259167.72870659828,312648612.35977316,0.6105306763201952,1030.0,1033.0146090835333,28571111.65624652,0.4,10805.525442703523,Background
520.8992181107374,166.4794214928625,1.4176521147377001,1630.0,0.871548,0.0,0.006655795723383945,0.0,6242.767364501953,261878.00303411484,312647463.6745223,0.6007181163877249,1030.0,1033.0996432304382,28571107.180991992,0.4,10815.336445752044,Background
521.3329393581234,159.83526820620094,1.3938692344758623,1630.0,0.871548,0.0,0.0066572025947176355,0.0,5433.3623046875,160029.0969979763,715368420.1807892,2.168917639181018,1030.0,1033.658348083496,10935800.0,0.4,10825.147448800562,Background
521.7666606055096,147.34982980270794,1.3970464733157573,1630.0,0.871548,0.0,0.006658666494808572,0.0,5410.479156494141,164996.36283946037,715366127.6735303,2.1248323544859886,1030.0,1033.832044094801,10935800.0,0.4,10834.958451849083,Background
522.2003818528957,147.0496867897075,1.424027230657331,1630.0,0.871548,0.0,0.006660893936585104,0.0,6210.282653808594,270291.0768530369,312643898.0045831,0.570252088829875,1030.0,1033.3718969672918,28571093.288719874,0.4,10844.769454897601,Background
522.6341031002818,163.006707064277,1.457678812619327,1630.0,0.871548,0.0,0.0066631201714336934,0.0,5440.146636962891,158591.86732006073,715944485.0573568,2.1814202051609755,1030.0,1033.606137380004,10910600.0,0.4,10854.58045794612,Background
523.067824347668,170.71280907355222,1.46979,1630.0,0.871548,0.0,0.006664295613528502,0.0,6253.541076660156,260026.59960961342,312648248.23327684,0.6071711052209139,1030.0,1033.0281710028648,28571110.24187481,0.4,10864.39146099464,Background
523.501545595054,164.5177233384872,1.4694900000000108,1630.0,0.871548,0.0,0.006665783950540958,0.0,5445.562561035156,158150.29290652275,715369287.2652621,2.185361372306943,1030.0,1033.581747919321,10935800.0,0.4,10874.20246404316,Background
523.9352668424402,150.12858723520299,1.3853047058823518,1630.0,0.871548,0.0,0.00666857624793163,0.0,6218.369140625,268943.4807741642,312644469.05556667,0.5749364700168371,1030.0,1033.3172189742327,28571095.517122068,0.4,10884.01346709168,Background
524.3689880898263,151.4782691153737,1.2940938785344218,1630.0,0.871548,0.0,0.006669762413964906,0.0,6221.4212646484375,268355.26314234734,312644718.3265363,0.5770133230835199,1030.0,1033.2968337088823,28571096.489498273,0.4,10893.824470140198,Background
524.8027093372125,164.1969218110744,1.2398161251022806,1630.0,0.871548,0.0,0.006645316718774372,0.0,6244.451965332031,262838.55727458,312647056.38159,0.5967989768832922,1030.0,1033.1691494584084,28571105.601233758,0.4,10903.635473188719,Background
525.2364305845986,164.9543327575244,1.2432236466951512,1630.0,0.871548,0.0,0.006630533805018585,0.0,6246.336730957031,262506.9810450077,312647196.89022565,0.5979114826768637,1030.0,1033.192004904151,28571106.149506707,0.4,10913.446476237237,Background
525.6701518319848,156.65348031639226,1.271203091190109,1630.0,0.871548,0.0,0.00663238432262933,0.0,6232.272888183594,266102.1319859028,312645673.18315077,0.5849048793315887,1030.0,1033.3085929453373,28571100.212674886,0.4,10923.257479285758,Background
526.1038730793708,156.56686744249444,1.277887434312211,1630.0,0.871548,0.0,0.006633670681871079,0.0,6232.770477294922,266136.4366428852,312645658.624284,0.5847358498722315,1030.0,1033.3085858225822,28571100.156683616,0.4,10933.068482334276,Background
